Date,City,State,Dead,Injured,Total,Description
2014-05-23,Isla Vista,California,7,13,20,"2014 Isla Vista killings: Several hours after stabbing and killing his three roommates, a man drove to a sorority house near the University of California, Santa Barbara and knocked on the door. After receiving no answer, he began shooting at people nearby, killing two members of another sorority and injuring a third. He then returned to his car and continued to shoot at random people from within his vehicle before killing himself with a gunshot. The attack is believed to have been motivated by the killer's hatred of women and frustration with his dating and family life."
2014-04-02,Fort Hood,Texas,4,14,18,"2014 Fort Hood shooting: After being denied leave from the Fort Hood military base where he was stationed, a man killed three people and injured fourteen before killing himself."
2013-11-01,Los Angeles,California,1,4,5,"2013 Los Angeles International Airport shooting: A man entered the Los Angeles International Airport, killed a TSA agent, and wounded three other people. He was injured when shot several times by police."
2013-09-16,Washington D.C.,,13,8,21,Washington Navy Yard shooting: A gunman entered the Naval Sea Systems Command headquarters in the Washington Navy Yard with a civilian contractor pass. He killed twelve people and injured eight before being killed by police.
2013-08-05,Saylorsburg,Pennsylvania,3,4,7,"Ross Township Municipal Building shooting: A man entered a meeting of township supervisors and killed three people, injuring three others. The gunman was also injured when his gun went off and hit his own leg as two men wrestled him to the ground and took away his weapon. The shooting was suspected to be motivated by a longstanding feud in which the gunman's property rights had been taken away. He was sentenced to life in prison."
2013-07-26,Hialeah,Florida,7,0,7,2013 Hialeah shooting: A man lit his apartment on fire and killed six other people in his apartment building before being killed by a SWAT team.
2013-06-07,Santa Monica,California,6,5,11,"2013 Santa Monica shooting: A man killed two people in a residence before lighting it on fire. He continued to shoot at people while moving towards Santa Monica College, then attempted to carjack a passing vehicle. After firing rounds at a passing bus, he ran into the college library and continued shooting. He killed five people and injured five others before being killed by police."
2013-03-13,Mohawk and Herkimer New York,,5,2,7,Herkimer County shootings A man set fire to his apartment before proceeding to a local barbershop where he opened fire killing 2 people and injuring two others he later procced to a car wash where he killed two other people. The shooter later died following an overnight standoff that lead to a shootout in an abounded bar during which he killed a police dog.
2013-01-19,South Valley,New Mexico,5,0,5,2013 South Valley homicides: A fifteen-year-old murdered his parents and three siblings in their home. He was arrested by police.
2012-12-24,Webster,New York,3,3,7,"2012 Webster shooting: A man set fire to his home and the family car before opening fire on responding firefighters, two were killed and three wounded before he committed suicide, a fourth body was found in the house."
2012-12-14,Newtown,Connecticut,28,2,30,"Sandy Hook Elementary School shooting: A 20-year old killed his mother before shooting and killing twenty children and six adults at Sandy Hook Elementary School in Newtown, Connecticut. He then committed suicide."
2012-12-11,Clackamas,Oregon,3,1,4,"Clackamas Town Center shooting: A 22-year-old opened fire at the town center wearing a hockey mask, and killed two people and injured a third before fumbling with his weapon and being unable to reload. He committed suicide in a stairwell of the location."
2012-10-21,Brookfield,Wisconsin,4,4,8,"Azana Spa shooting: The perpetrator drove to his ex-wife's work place and waited until she was there to confront her and shot and killed her and two other women, and injured four others before committing suicide."
2012-09-27,Minneapolis,Minnesota,7,2,9,"Accent Signage Systems shooting: A former employee entered a local sign-making business, and killed five and wounded four; two of the four later died of their wounds, the perpetrator committed suicide."
2012-08-24,New York City,New York,2,9,11,Empire State Building shooting: A man shot and killed a former co-worker before engaging in a shoot-out with the New York police in which nine bystanders were wounded and the perpetrator was killed.
2012-08-13,College Station,Texas,3,4,7,"2012 College Station shooting: The perpetrator fatally shot an officer attempting to serve him a notice to appear in court, he then injured a neighbor and engaged in a shootout with responding officers until he was killed by the officers."
2012-08-05,Oak Creek,Wisconsin,7,4,11,"Wisconsin Sikh temple shooting: The perpetrator, a member of the Hammerskins and various white power and neo-Nazi bands, fatally shot six people at a Sikh temple before being killed by responding police officers."
2012-07-20,Aurora,Colorado,12,70,82,"Aurora, Colorado, movie theater shooting: James Eagan Holmes, stormed a late-night premiere of The Dark Knight Rises and shot and killed twelve people and wounded seventy others. He was sentenced to life in prison."
2012-05-30,Seattle,Washington,6,1,7,"Seattle cafe shooting spree: A patron who had been previously thrown out of the cafe, entered and killed four people and wounded one, shortly after he killed a woman during a carjacking and then committed suicide."
2012-04-02,Oakland,California,7,3,10,"Oikos University shooting: A former student opened fire in a classroom and fatally shot seven people, leaving three wounded."
2012-02-27,Chardon,Ohio,3,3,6,Chardon High School shooting: A seventeen-year-old entered Chardon High School and fired at students sitting in the cafeteria killing three and wounded three others before being arrested.
2011-12-16,Irwindale,California,3,2,5,"Southern California Edison shooting: An employee opened fire during the workday, and killed two and wounded two others before committing suicide."
2011-10-12,Seal Beach,California,8,1,9,Seal Beach shooting: A man entered his ex-wife's workplace and shot and killed eight people and injured one. He then fled the scene and was later arrested.
2011-09-06,Carson City,Nevada,5,7,12,"Carson City IHOP shooting: A man opened fire inside and outside an IHOP, and then targeted nearby local businesses. He killed four people and injured seven before committing suicide."
2011-08-07,Copley Township,Ohio,8,1,9,"2011 Copley Township shooting: A man killed seven people; including a 16-year-old and an 11-year-old, and injured one between three homes before being killed by responding police."
2011-07-07,Grand Rapids,Michigan,8,2,10,"Grand Rapids mass murder: A man killed seven people and wounded two in a spree shooting in two homes, then took hostages in a third before committing suicide."
2011-01-08,Tucson,Arizona,6,15,21,"Safeway Shooting in Casas Adobes, Arizona : A man killed six people and injured fifteen during an assassination attempt of U.S. Representative Gabrielle Giffords before he was tackled and arrested. Giffords was wounded in the attack but survived."
2009-11-20,Saipan,Northern Mariana Isls,5,9,14,"2009 Saipan shooting: A gunman shot at people throughout Saipan, before committing suicide at the edge of a cliff."
2009-11-05,Fort Hood,Texas,14,33,47,2009 Fort Hood shooting: A U.S. army psychiatrist opened fire and killed thirteen individuals and injured 33 others.
2009-08-04,Collier Township,Pennsylvania,4,9,13,"2009 Collier Township shooting: A man entered a woman's aerobics class and opened fire, killing three people and injuring nine before committing suicide."
2009-04-04,Pittsburgh,Pennsylvania,3,3,6,"2009 shooting of Pittsburgh police officers: A man opened fire on police officers responding to a domestic violence 9-1-1 call, killing three and injuring two before he was arrested."
2009-04-03,Binghamton,New York,14,4,18,"Binghamton shooting: A man shot and killed thirteen people at a civic center in Binghamton, New York before committing suicide."
2009-03-29,Carthage,North Carolina,8,3,11,"Carthage nursing home shooting: A man attacked the workplace of his estranged wife, killing eight people and wounding two others before being arrested."
