Incident_Date,Aircaft_Model,Aircaft_Registration,Aircaft_Operator,Aircaft_Nature,Incident_Category,Incident_Cause(es),Incident_Location,Aircaft_Damage_Type,Date,Time,Arit,Aircaft_Engines,Onboard_Crew,Onboard_Passengers,Onboard_Total,Fatalities,Aircaft_First_Flight,Aircraft_Phase,Departure_Airport,Destination_Airport,Ground_Casualties,Collision_Casualties
08-APR-2021,Antonov An-2,RA-40...,Unknown,-,"other occurrence (ground fire, sabotage) | hull-loss","External factors - Wind, hail, Result - Damaged on the ground",Omsk,Damaged beyond repair,Thursday 8 April 2021,,08-APR-2021,,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,0,,Standing (STD),-,-,,
09-APR-2021,Boeing C-17A Globemaster III,10-0223,USAF,Military,Accident | repairable-damage,"Airplane - Undercarriage, Result - Runway mishap",Charleston A...,Substantial,Friday 9 April 2021,,09-APR-2021,,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,0,2013,Landing (LDG),"Mildenhall RAF Station (MHZ/EGUN) , United Kingdom","Charleston AFB, SC (CHS/KCHS) , United States of America",,
16-APR-2021,Beechcraft B99 Airliner,N991AK,Lake Clark Air Services,Domestic Non Scheduled Passenger,Accident | repairable-damage,"Airplane - Undercarriage, Airplane - Undercarriage - Landing gear collapse, Result - Runway mishap",Chignik-Lago...,Substantial,Friday 16 April 2021,18:45,16-APR-2021,2 Pratt Whitney Canada PT6A-36,Fatalities: 0 / Occupants: 1,Fatalities: 0 / Occupants: 8,Fatalities: 0 / Occupants: 9,0,1982,Landing (LDG),"Anchorage-Merrill Field, AK (MRI/PAMR) , United States of America","Chignik-Lagoon Airport, AK (KCL) , United States of America",,
18-APR-2021,Learjet 25B,XB-PIZ,Unknown,Passenger,Accident | repairable-damage,"Airplane - Undercarriage, Airplane - Undercarriage - Gear-up landing, Result - Runway mishap",Toluca-Licen...,Substantial,Sunday 18 April 2021,ca 15:27,18-APR-2021,2 General Electric CJ610,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 7,Fatalities: 0 / Occupants: 9,0,1975,Landing (LDG),"Cancún Airport (CUN/MMUN) , Mexico","Toluca-Licenciado Adolfo López Mateos International Airport (TLC/MMTO) , Mexico",,
20-APR-2021,Learjet 35A,PR-MLA,Eletric Power Construção,Test,Accident | hull-loss,Result - Runway excursion,Belo Horizon...,Destroyed,Tuesday 20 April 2021,14:30,20-APR-2021,,Fatalities: 1 / Occupants: 3,Fatalities: 0 / Occupants: 0,Fatalities: 1 / Occupants: 3,1,1976,Landing (LDG),"Belo Horizonte/Pampulha - Carlos Drummond de Andrade Airport, MG (PLU/SBBH) , Brazil","Belo Horizonte/Pampulha - Carlos Drummond de Andrade Airport, MG (PLU/SBBH) , Brazil",,
05-MAY-2021,Gulfstream G150,N22ST,TLD Aviation I,Executive,Accident | repairable-damage,Result - Runway excursion,Ridgeland Ai...,Substantial,Wednesday 5 May 2021,10:33 LT,05-MAY-2021,2 Honeywell TFE731-40AR,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 3,Fatalities: 0 / Occupants: 5,0,2008,Landing (LDG),"New Smyrna Beach Municipal Airport, FL (KEVB) , United States of America","Ridgeland Airport, SC , United States of America",,
06-MAY-2021,Beechcraft B200GT King Air 250,VT-MPQ,Government of Madhya Pradesh,Cargo,Accident | hull-loss,Result - Undershoot / overshoot,Gwalior Airp...,Substantial,Thursday 6 May 2021,20:45,06-MAY-2021,2 Pratt Whitney Canada PT6A-52,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 1,Fatalities: 0 / Occupants: 3,0,2020,Landing (LDG),"Indore-Devi Ahilyabai Holkar Airport (IDR/VAID) , India","Gwalior Airport (GWL/VIGR) , India",,
12-MAY-2021,Swearingen SA226-TC Metro II,N280KL,Key Lime Air,Cargo,Accident | repairable-damage,"Collision - Aircraft, Collision - Aircraft - In flight, Result - Emergency, forced landing - On runway",near Denver-Cente...,Substantial,Wednesday 12 May 2021,10:23,12-MAY-2021,2 Garrett TPE331,Fatalities: 0 / Occupants: 1,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 1,0,1978,Approach (APR),"Salida Airport, CO (SLT/KANK) , United States of America","Denver-Centennial Airport, CO (APA/KAPA) , United States of America",,
19-MAY-2021,Hawker 800,XB-R..,private,Illegal Flight,occurrence unknown | hull-loss,Info-Unavailable,"Sayaxché, Petén",Damaged beyond repair,Wednesday 19 May 2021,,19-MAY-2021,,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,0,,Standing (STD),?,?,,
20-MAY-2021,IAI 1125 Astra,N388WA,private,Illegal Flight,Accident | repairable-damage,Info-Unavailable,Parque Lagun...,Substantial,Thursday 20 May 2021,,20-MAY-2021,,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,0,,Landing (LDG),?,?,,
21-MAY-2021,Beechcraft B300 King Air 350i,NAF203,Nigerian AF,Military,Accident | hull-loss,Info-Unavailable,near Kaduna Airpo...,Damaged beyond repair,Friday 21 May 2021,ca 18:00,21-MAY-2021,,Fatalities: 4 / Occupants: 4,Fatalities: 7 / Occupants: 7,Fatalities: 11 / Occupants: 11,11,2013,Approach (APR),?,"Kaduna Airport (KAD/DNKA) , Nigeria",,
21-MAY-2021,Antonov An-2R,RA-33373,Utair,Domestic Scheduled Passenger,Accident | repairable-damage,"Airplane - Undercarriage, Airplane - Undercarriage - Landing gear collapse, Result - Runway mishap",Laytamak Air...,Substantial,Friday 21 May 2021,,21-MAY-2021,1 Shvetsov ASh-62IR,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 7,Fatalities: 0 / Occupants: 9,0,1987,Landing (LDG),"Tobolsk Airport (TOX/USTO) , Russia","Laytamak Airstrip , Russia",,
29-MAY-2021,Cessna 501 Citation I/SP,N66BK,JL GL Productions LP,Private,Accident | hull-loss,Info-Unavailable,near Smyrna Airpo...,Destroyed,Saturday 29 May 2021,10:55,29-MAY-2021,2 Pratt Whitney Canada JT15D-1B,Fatalities: 1 / Occupants: 1,Fatalities: 6 / Occupants: 6,Fatalities: 7 / Occupants: 7,7,1982,Initial climb (ICL),"Smyrna Airport, TN (MQY/KMQY) , United States of America","Palm Beach-Palm Beach County Airport, FL (LNA/KLNA) , United States of America",,
03-JUN-2021,Cessna 208B Grand Caravan EX,PK-DPT,Dabi Air Nusantara,-,"Criminal occurrence (sabotage, shoot down) | hull-loss",Result - Damaged on the ground,Ilaga Airpor...,Destroyed,Thursday 3 June 2021,,03-JUN-2021,1 Pratt Whitney Canada PT6A-140,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,0,2013,Standing (STD),?,?,,
05-JUN-2021,Cessna 208B Supervan 900,N103AN,Paraclub Wiener Neustadt,Parachuting,Accident | repairable-damage,Info-Unavailable,Wiener Neust...,Substantial,Saturday 5 June 2021,10:16,05-JUN-2021,1 Honeywell TPE331-12JR,Fatalities: 0 / Occupants: 1,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 1,0,2001,Taxi (TXI),"Wiener Neustadt West AB (LOXN) , Austria","Wiener Neustadt West AB (LOXN) , Austria",,
10-JUN-2021,Beechcraft 1900D,4610,Myanmar Air Force,Military,Accident | hull-loss,Info-Unavailable,near Pyin Oo Lwin,Destroyed,Thursday 10 June 2021,,10-JUN-2021,,Fatalities:  / Occupants:,Fatalities:  / Occupants:,Fatalities: 12 / Occupants: 16,12,1998,Approach (APR),"Naypyidaw International Airport (NYT/VYNT) , Myanmar","Anisakan (VYAS) , Myanmar",,
16-JUN-2021,Let L-410UVP-E,9S-GRJ,Kin Avia,Cargo,Accident | hull-loss,"Result - Loss of control, Result - Loss of control (presumed)",near Bukavu-Kavum...,Destroyed,Wednesday 16 June 2021,11:15,16-JUN-2021,,Fatalities: 2 / Occupants: 2,Fatalities: 1 / Occupants: 1,Fatalities: 3 / Occupants: 3,3,1987,Initial climb (ICL),"Bukavu-Kavumu Airport (BKY/FZMA) , Democratic Republic of the Congo","Shabunda Airport (FZMW) , Democratic Republic of the Congo",,
18-JUN-2021,Boeing 787-8 Dreamliner,G-ZBJB,British Airways,Cargo,Accident | repairable-damage,"Airplane - Undercarriage, Airplane - Undercarriage - Landing gear collapse, Result - Damaged on the ground",London Heath...,Substantial,Friday 18 June 2021,08:05,18-JUN-2021,2 Rolls-Royce Trent 1000,Fatalities: 0 / Occupants: 3,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 3,0,2013-06-08  (8 years ),Standing (STD),"London-Heathrow Airport (LHR/EGLL) , United Kingdom","Frankfurt International Airport (FRA/EDDF) , Germany",,
19-JUN-2021,Let L-410UVP-E,RF-94603,DOSAAF,Parachuting,Accident | hull-loss,"Result - Loss of control, Result - Loss of control (presumed)",near Tanay Airfield,Destroyed,Saturday 19 June 2021,ca 10:00,19-JUN-2021,,Fatalities: 2 / Occupants: 2,Fatalities: 3 / Occupants: 17,Fatalities: 5 / Occupants: 19,5,,Unknown (UNK),"Tanay Airfield , Russia","Tanay Airfield , Russia",,
21-JUN-2021,Rockwell Sabreliner 65,XB-OXV,private,Illegal Flight,"other occurrence (ground fire, sabotage) | hull-loss",Result - Damaged on the ground,within Jesús María ...,Destroyed,Monday 21 June 2021,,21-JUN-2021,2 Honeywell TFE731-3R-1D,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,0,1980,Standing (STD),?,?,,
23-JUN-2021,Lockheed L-100-30 Hercules,,Ethiopian AF,Military,Accident | hull-loss,Info-Unavailable,near Gijet,Destroyed,Wednesday 23 June 2021,,23-JUN-2021,,Fatalities:  / Occupants:,Fatalities:  / Occupants:,Fatalities:  / Occupants:,0,1988,En route (ENR),?,"Mekele Airport (MQX/HAMK) , Ethiopia",,
23-JUN-2021,Gulfstream G280,M-ISTY,INEOS Aviation,Private,Accident | repairable-damage,"Landing/takeoff - Landing, Landing/takeoff - Landing - Heavy, Result - Runway mishap",Genève-Coint...,Substantial,Wednesday 23 June 2021,19:20,23-JUN-2021,2 Honeywell AS907-2-1G,Fatalities: 0 / Occupants: 3,Fatalities: 0 / Occupants: 9,Fatalities: 0 / Occupants: 12,0,2015,Landing (LDG),"Nice-Côte d'Azur Airport (NCE/LFMN) , France","Genève-Cointrin Airport (GVA/LSGG) , Switzerland",,
24-JUN-2021,Antonov An-2R,RA-01430,private,Agricultural,Accident | hull-loss,Result - Runway excursion,"near Zaboyskiy, S...",Substantial,Thursday 24 June 2021,09:00,24-JUN-2021,1 Shvetsov ASh-62IR,Fatalities: 0 / Occupants: 1,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 1,0,1988,Takeoff (TOF),?,?,,
25-JUN-2021,Cessna 208B Supervan 900,PH-FST,Skydive Teuge,Parachuting,Accident | hull-loss,"Airplane - Engines, Airplane - Engines - All engine powerloss, Result - Emergency, forced landing - Outside airport",near Teuge Airport,Substantial,Friday 25 June 2021,09:30,25-JUN-2021,1 Honeywell TPE331-12JR,Fatalities: 0 / Occupants: 1,Fatalities: 0 / Occupants: 17,Fatalities: 0 / Occupants: 18,0,2000,Initial climb (ICL),"Teuge Airport (EHTE) , Netherlands","Teuge Airport (EHTE) , Netherlands",,
01-JUL-2021,Convair CV-580 Airtanker,C-FHKF,Conair,Fire fighting,Accident | repairable-damage,Info-Unavailable,Penticton Ai...,Minor,Thursday 1 July 2021,11:50,01-JUL-2021,,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 2,0,1956,Taxi (TXI),"Penticton Airport, BC (YYF/CYYF) , Canada","Penticton Airport, BC (YYF/CYYF) , Canada",,
01-JUL-2021,Convair CV-580 Airtanker,C-FKFL,Conair,-,Accident | repairable-damage,Result - Damaged on the ground,Penticton Ai...,Substantial,Thursday 1 July 2021,11:50,01-JUL-2021,,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,0,1953,Standing (STD),-,-,,
02-JUL-2021,Boeing 737-275C Adv.,N810TA,Transair (Cargo),Cargo,Accident | hull-loss,"Result - Emergency, forced landing - Ditching",near Honolulu-Dan...,Damaged beyond repair,Friday 2 July 2021,01:45,02-JUL-2021,2 Pratt Whitney JT8D-9A,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 2,0,1975-07-23  (46 years),Approach (APR),"Honolulu-Daniel K. Inouye International Airport, HI (HNL/PHNL) , United States of America","Kahului Airport, HI (OGG/PHOG) , United States of America",,
04-JUL-2021,Lockheed C-130H Hercules,5125,Philippine AF,Military,Accident | hull-loss,Result - Runway excursion,"Patikul, Sulu",Destroyed,Sunday 4 July 2021,11:30,04-JUL-2021,,Fatalities:  / Occupants: 8,Fatalities:  / Occupants: 88,Fatalities: 50 / Occupants: 96,53,1988,Landing (LDG),"Cagayan de Oro-Lumbia Airport (CGY/RPML) , Philippines","Jolo Airport (JOL/RPMJ) , Philippines",Fatalities: 3,
04-JUL-2021,Antonov An-2R,UP-A0135,ELISA,Agricultural,Accident | hull-loss,"Result - Emergency, forced landing - Outside airport","near Karaultobe, ...",Substantial,Sunday 4 July 2021,07:00,04-JUL-2021,1 Shvetsov ASh-62IR,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 2,0,1973,Maneuvering (MNV),?,?,,
05-JUL-2021,IAI 1124A Westwind II,N790JR,Transenergie Inc,Private,Accident | hull-loss,"Flightcrew - Un(der)qualified, Result - CFIT - Level ground",near Treasure Cay...,Destroyed,Monday 5 July 2021,15:45,05-JUL-2021,2 Garrett TFE731-3-3C,Fatalities: 2 / Occupants: 2,Fatalities: 0 / Occupants: 0,Fatalities: 2 / Occupants: 2,2,1984,Takeoff (TOF),"Treasure Cay Airport (TCB/MYAT) , Bahamas","Nassau-Lynden Pindling International Airport (NAS/MYNN) , Bahamas",,
06-JUL-2021,Antonov An-26B-100,RA-26085,Kamchatka Aviation Enterprise,Domestic Scheduled Passenger,Accident | hull-loss,"Result - CFIT - Hill, mountain",near Palana Airport,Destroyed,Tuesday 6 July 2021,14:50,06-JUL-2021,2 Ivchenko AI-24VT,Fatalities: 6 / Occupants: 6,Fatalities: 22 / Occupants: 22,Fatalities: 28 / Occupants: 28,28,1982,Approach (APR),"Petropavlovsk-Kamchatsky Airport (PKC/UHPP) , Russia","Palana Airport (UHPL) , Russia",,
07-JUL-2021,Cessna 208B Grand Caravan,,Ryan Air Service,Domestic Scheduled Passenger,Hijacking | repairable-damage,Security - Hijack,near Aniak Airpor...,None,Wednesday 7 July 2021,14:45,07-JUL-2021,,Fatalities: 0 / Occupants: 1,Fatalities: 0 / Occupants: 5,Fatalities: 0 / Occupants: 6,0,,Approach (APR),"Bethel Airport, AK (BET/PABE) , United States of America","Aniak Airport, AK (ANI/PANI) , United States of America",,
08-JUL-2021,Douglas DC-3C,HK-2820,ALIANSA Colombia,Training,Accident | hull-loss,"Result - CFIT - Hill, mountain (presumed)",near Villavicenci...,Destroyed,Thursday 8 July 2021,07:05,08-JUL-2021,,Fatalities: 3 / Occupants: 3,Fatalities: 0 / Occupants: 0,Fatalities: 3 / Occupants: 3,3,1944,En route (ENR),"Villavicencio-La Vanguardia Airport (VVC/SKVV) , Colombia","Villavicencio-La Vanguardia Airport (VVC/SKVV) , Colombia",,
11-JUL-2021,Cessna 208 Caravan I,C-GUAY,Air Tunilik,Cargo,Accident | repairable-damage,"Airplane - Undercarriage, Airplane - Undercarriage - Gear-up landing, Result - Runway mishap",Rex North Mi...,Substantial,Sunday 11 July 2021,15:55 UTC,11-JUL-2021,1 Pratt Whitney Canada PT6A-114,Fatalities: 0 / Occupants: 1,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 1,0,1996,Landing (LDG),"Puvirnituq Airport, QC (YPX/CYPX) , Canada",?,,
11-JUL-2021,de Havilland Canada DHC-3T Vazar Turbine Otter,C-FLLL,Northwestern Air,Domestic Non Scheduled Passenger,Accident | repairable-damage,"Airplane - Undercarriage, Airplane - Undercarriage - Gear-up landing, Result - Runway mishap","near Fort Smith, NT",Substantial,Sunday 11 July 2021,17:15,11-JUL-2021,1 Pratt Whitney Canada PT6A-34,Fatalities: 0 / Occupants: 1,Fatalities: 0 / Occupants: 4,Fatalities: 0 / Occupants: 5,0,1959,Landing (LDG),"Fort Smith Airport, NT (YSM/CYSM) , Canada",?,,
11-JUL-2021,Airbus A320-214,D-AICP,Condor Flugdienst,Domestic Scheduled Passenger,Accident | repairable-damage,"Airplane - Undercarriage, Result - Runway mishap",Kavala-Megas...,Substantial,Sunday 11 July 2021,19:42,11-JUL-2021,2 CFMI CFM56-5B4/P,Fatalities: 0 / Occupants: 6,Fatalities: 0 / Occupants: 74,Fatalities: 0 / Occupants: 80,0,2003-10-31  (17 years 9 months),Takeoff (TOF),"Kavala-Megas Alexandros Airport (KVA/LGKV) , Greece","Düsseldorf International Airport (DUS/EDDL) , Germany",,
14-JUL-2021,Cessna 208B Grand Caravan EX,8R-ABK,Jags Aviation,Cargo,Accident | repairable-damage,Result - Runway excursion,Eteringbang ...,Substantial,Wednesday 14 July 2021,ca 11:30,14-JUL-2021,1 Pratt Whitney Canada PT6A-140,Fatalities: 0 / Occupants: 1,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 1,0,2014,Landing (LDG),"Georgetown-Eugene F. Correira International Airport (OGL/SYGO) , Guyana","Eteringbang Airport (SYET) , Guyana",,
15-JUL-2021,Cessna 208 Caravan I,C-GIGO,Seair Seaplanes,Unknown,Accident | repairable-damage,"Collision - Aircraft, Collision - Aircraft - On ground (platform), Result - Damaged on the ground",Ganges Harbo...,Substantial,Thursday 15 July 2021,12:55,15-JUL-2021,,Fatalities: 0 / Occupants: 1,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 1,0,2013,Standing (STD),"Ganges Harbor Airport, BC (YGG) , Canada","Vancouver International Airport, BC (YVR/CYVR) , Canada",,
15-JUL-2021,de Havilland Canada DHC-3T Vazar Turbine Otter,C-GUTW,Harbour Air,-,Accident | repairable-damage,"Collision - Aircraft, Collision - Aircraft - On ground (platform), Result - Damaged on the ground",Ganges Harbo...,Substantial,Thursday 15 July 2021,12:55,15-JUL-2021,1 Pratt Whitney Canada PT6A,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,0,1960,Standing (STD),-,-,,
16-JUL-2021,Antonov An-28,RA-28728,SiLA - Siberian Light Aviation,Domestic Scheduled Passenger,Accident | hull-loss,"Airplane - Engines, Airplane - Engines - All engine powerloss, Result - Emergency, forced landing - Outside airport, Weather - Icing",near Kedrovo,Substantial,Friday 16 July 2021,16:11,16-JUL-2021,2 Glushenkov TVD-10B,Fatalities: 0 / Occupants: 4,Fatalities: 0 / Occupants: 15,Fatalities: 0 / Occupants: 19,0,1989,En route (ENR),"Kedrovo Airport , Russia","Tomsk-Bogashevo Airport (TOF/UNTT) , Russia",,
17-JUL-2021,Cessna 208B Supervan 900,G-OJMP,GoSkydive,Parachuting,Accident | repairable-damage,"Result - Emergency, forced landing - Outside airport",Old Sarum Ai...,Substantial,Saturday 17 July 2021,ca 14:39,17-JUL-2021,1 Honeywell TPE331-12JR-704TT,Fatalities: 0 / Occupants: 1,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 1,0,2002,Landing (LDG),"Old Sarum Airfield (EGLS) , United Kingdom","Old Sarum Airfield (EGLS) , United Kingdom",,
20-JUL-2021,British Aerospace BAe-125-700A,N611MC,private,Illegal Flight,"Criminal occurrence (sabotage, shoot down) | hull-loss",Result - Damaged on the ground,Jesús María ...,Destroyed,Tuesday 20 July 2021,,20-JUL-2021,2 Garrett TFE731-3R-1H,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,0,1979,Standing (STD),?,?,,
21-JUL-2021,de Havilland Canada DHC-8-106,5Y-GRS,Skyward Express,Domestic Non Scheduled Passenger,Accident | repairable-damage,Result - Runway excursion,Burahache Ai...,Substantial,Wednesday 21 July 2021,,21-JUL-2021,,Fatalities: 0 / Occupants: 4,Fatalities: 0 / Occupants: 37,Fatalities: 0 / Occupants: 41,0,1993,Landing (LDG),"Nairobi-Wilson Airport (WIL/HKNW) , Kenya","El Wak Airport , Kenya",,
21-JUL-2021,Cessna 560XL Citation Excel,N46CF,PV Transport Inc,Executive,Accident | hull-loss,Result - Runway excursion,Reading Regi...,Damaged beyond repair,Wednesday 21 July 2021,16:04,21-JUL-2021,2 Pratt Whitney Canada PW545A,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants: 9,0,2001,Landing (LDG),"Coldwater-Branch County Memorial Airport, MI (KOEB) , United States of America","Reading Regional Airport/Spaatz Field, PA (RDG/KRDG) , United States of America",,
26-JUL-2021,Cessna 208 Supervan,D-FLEC,Skydive Binz,Parachuting,Accident | hull-loss,Info-Unavailable,near Norderney Ai...,Destroyed,Monday 26 July 2021,13:09,26-JUL-2021,1 Honeywell TPE331,Fatalities: 1 / Occupants: 1,Fatalities: 0 / Occupants: 0,Fatalities: 1 / Occupants: 1,1,2005,Approach (APR),"Borkum Airfield (BMK/EDWR) , Germany","Norderney Airfield (NRD/EDWY) , Germany",,
26-JUL-2021,Bombardier CL-600-2B16 Challenger 605,N605TR,Tarco Aircraft Funding,Private,Accident | hull-loss,"Result - Loss of control, Result - Loss of control (presumed)",Truckee Airp...,Destroyed,Monday 26 July 2021,13:18,26-JUL-2021,2 General Electric CF34-3B,Fatalities: 2 / Occupants: 2,Fatalities: 4 / Occupants: 4,Fatalities: 6 / Occupants: 6,6,2008,Approach (APR),"Coeur D'Alene Airport, ID (COE/KCOE) , United States of America","Truckee Airport, CA (TKF/KTRK) , United States of America",,
27-JUL-2021,Cessna 208B Grand Caravan,ET-AMI,"Abyssinian Flight Services, opf UN WFP",Domestic Non Scheduled Passenger,Accident | hull-loss,"Result - Emergency, forced landing - Outside airport",near Kombolcha,Damaged beyond repair,Tuesday 27 July 2021,,27-JUL-2021,1 Pratt Whitney Canada PT6A-114A,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 4,0,2007,En route (ENR),"Jijiga-Wilwal Airport (JIJ/HAJJ) , Ethiopia","Dire Dawa-Aba Tenna D Yilma Airport (DIR/HADR) , Ethiopia",,
03-AUG-2021,Airbus A300B4-622R (F),D-AEAE,European Air Transport,Cargo,Accident | repairable-damage,"Airplane - Undercarriage, Airplane - Undercarriage - Tire failure",Lagos-Murtal...,Substantial,Tuesday 3 August 2021,,03-AUG-2021,2 Pratt Whitney PW4158,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,0,1995,Takeoff (TOF),"Lagos-Murtala Muhammed International Airport (LOS/DNMM) , Nigeria","Brussel-Zaventem Airport (BRU/EBBR) , Belgium",,
09-AUG-2021,Gulfstream American G-1159A Gulfstream III,XB-OZA,private,Illegal Flight,"Criminal occurrence (sabotage, shoot down) | hull-loss",Info-Unavailable,within Jesús...,Damaged beyond repair,Monday 9 August 2021,,09-AUG-2021,2 Rolls-Royce Spey 511-8,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,0,1981,Standing (STD),?,?,,
